Time,Abs
49.15833664,0.15900
49.17500305,0.16100
49.19166946,0.15900
49.20833588,0.15700
49.22500229,0.16000
49.2416687,0.16000
49.25833511,0.16100
49.27500153,0.15900
49.29166794,0.16400
49.30833435,0.16200
49.32500076,0.16200
49.34166718,0.16400
49.35833359,0.16200
49.375,0.16000
49.39167023,0.16400
49.40833664,0.16000
49.42500305,0.16200
49.44166946,0.16200
49.45833588,0.16200
49.47500229,0.16200
49.4916687,0.16000
49.50833511,0.16100
49.52500153,0.16200
49.54166794,0.16500
49.55833435,0.16100
49.57500076,0.16000
49.59166718,0.16200
49.60833359,0.16200
49.625,0.16300
49.64167023,0.16000
49.65833664,0.16300
49.67500305,0.16100
49.69166946,0.16000
49.70833588,0.16100
49.72500229,0.16200
49.7416687,0.16000
49.75833511,0.16200
